timestamp,robot_name,num_links,N,execution_time
2025-06-19 21:14:34,niryo_one,6,1000,0.20451593399047852
2025-06-19 21:14:38,niryo_one,6,1000,0.19066667556762695
2025-06-19 21:14:41,niryo_one,6,1000,0.19773459434509277
2025-06-19 21:47:16,niryo_one,6,10000000,1952.6125419139862
2025-06-19 21:47:36,niryo_one,6,1000,0.4578218460083008
2025-06-19 21:47:43,niryo_one,6,1000,0.4517643451690674
2025-06-19 21:47:48,niryo_one,6,10000,2.4979026317596436
2025-06-19 21:47:53,niryo_one,6,1000,0.32263851165771484
2025-06-19 21:48:04,niryo_one,6,1000,0.2578411102294922
2025-06-19 22:38:29,niryo_one,6,1000,0.6751480102539062
2025-06-19 22:38:29,niryo_one,6,2000,0.3080711364746094
2025-06-19 22:38:30,niryo_one,6,3000,0.37152981758117676
2025-06-19 22:38:30,niryo_one,6,4000,0.48963022232055664
2025-06-19 22:38:31,niryo_one,6,5000,0.6009087562561035
2025-06-19 22:38:32,niryo_one,6,6000,0.7020053863525391
2025-06-19 22:38:32,niryo_one,6,7000,0.7950224876403809
2025-06-19 22:38:33,niryo_one,6,8000,0.9284992218017578
2025-06-19 22:38:34,niryo_one,6,9000,1.0196073055267334
2025-06-19 22:38:36,niryo_one,6,10000,1.1395165920257568
2025-06-19 22:40:20,niryo_one,6,1000,0.21357202529907227
2025-06-19 22:40:21,niryo_one,6,2000,0.3128988742828369
2025-06-19 22:40:21,niryo_one,6,3000,0.3934142589569092
2025-06-19 22:40:21,niryo_one,6,4000,0.5063855648040771
2025-06-19 22:40:22,niryo_one,6,5000,0.5999894142150879
2025-06-19 22:40:23,niryo_one,6,6000,0.7070591449737549
2025-06-19 22:40:24,niryo_one,6,7000,0.8258230686187744
2025-06-19 22:40:25,niryo_one,6,8000,0.9188089370727539
2025-06-19 22:40:26,niryo_one,6,9000,1.0267059803009033
2025-06-19 22:40:27,niryo_one,6,10000,1.1471061706542969
2025-06-19 22:40:28,niryo_one,6,11000,1.2441325187683105
2025-06-19 22:40:30,niryo_one,6,12000,1.3530290126800537
2025-06-19 22:40:31,niryo_one,6,13000,1.4574575424194336
2025-06-19 22:40:33,niryo_one,6,14000,1.5699577331542969
2025-06-19 22:40:34,niryo_one,6,15000,1.684621810913086
2025-06-19 22:40:36,niryo_one,6,16000,1.8029425144195557
2025-06-19 22:40:38,niryo_one,6,17000,1.8815672397613525
2025-06-19 22:40:41,niryo_one,6,18000,2.282931089401245
2025-06-19 22:40:43,niryo_one,6,19000,2.2095038890838623
2025-06-19 22:40:45,niryo_one,6,20000,2.174470901489258
2025-06-19 22:40:47,niryo_one,6,21000,2.2476730346679688
2025-06-19 22:40:50,niryo_one,6,22000,2.380138635635376
2025-06-19 22:40:52,niryo_one,6,23000,2.456662893295288
2025-06-19 22:40:55,niryo_one,6,24000,2.554795026779175
2025-06-19 22:40:58,niryo_one,6,25000,2.6477503776550293
2025-06-19 22:41:00,niryo_one,6,26000,2.7571089267730713
2025-06-19 22:41:03,niryo_one,6,27000,2.876375436782837
2025-06-19 22:41:06,niryo_one,6,28000,2.964656352996826
2025-06-19 22:41:10,niryo_one,6,29000,3.046998977661133
2025-06-19 22:41:13,niryo_one,6,30000,3.1674609184265137
2025-06-19 22:41:16,niryo_one,6,31000,3.2735579013824463
